source	target	source_id	target_id
with computer	computer system firewalls	G05B 2219/41037	computer_system_firewalls
with computer	computer aided geometric design	G05B 2219/41037	computer_aided_geometric_design
with computer	computer aided logic design	G05B 2219/41037	computer_aided_logic_design
with computer	computer systems programming - multiprocessing pro	G05B 2219/41037	computer_systems_programming_-_multiprocessing_pro
with computer	computer resources	G05B 2219/41037	computer_resources
with computer	computer system recovery	G05B 2219/41037	computer_system_recovery
with computer	computer system	G05B 2219/41037	computer_system
with computer	computer systems	G05B 2219/41037	computer_systems
with cam	cam	G05B 2219/41069	cam
kalman filter	adaptive kalman filter	G05B 2219/41146	adaptive_kalman_filter
kalman filter	kalman filters	G05B 2219/41146	kalman_filters
kalman filter	kalman filtering algorithms	G05B 2219/41146	kalman_filtering_algorithms
kalman filter	kalman filter algorithms	G05B 2219/41146	kalman_filter_algorithms
kalman filter	adaptive kalman filtering	G05B 2219/41146	adaptive_kalman_filtering
kalman filter	kalman filter	G05B 2219/41146	kalman_filter
kalman filter	unscented kalman filter	G05B 2219/41146	unscented_kalman_filter
exponential filter	exponential functions	G05B 2219/41147	exponential_functions
exponential filter	exponential stability	G05B 2219/41147	exponential_stability
finite impulse response filter	finite impulse response filter	G05B 2219/41151	finite_impulse_response_filter
adaptive filter	adaptive filtering algorithms	G05B 2219/41152	adaptive_filtering_algorithms
adaptive filter	adaptive filters	G05B 2219/41152	adaptive_filters
adaptive filter	adaptive filtering	G05B 2219/41152	adaptive_filtering
adaptive filter	adaptive filter	G05B 2219/41152	adaptive_filter
infinite impulse response filter	infinite impulse response	G05B 2219/41153	infinite_impulse_response
infinite impulse response filter	fir filter	G05B 2219/41153	fir_filter
infinite impulse response filter	iir digital filters	G05B 2219/41153	iir_digital_filters
infinite impulse response filter	iir filter	G05B 2219/41153	iir_filter
infinite impulse response filter	iir filters	G05B 2219/41153	iir_filters
infinite impulse response filter	fir filters	G05B 2219/41153	fir_filters
parallel compensation	parallel distributed compensation	G05B 2219/41169	parallel_distributed_compensation
lag	handoff latency	G05B 2219/41186	handoff_latency
notch filter	notch filter	G05B 2219/41232	notch_filter
notch filter	notch filters	G05B 2219/41232	notch_filters
dead band, zone	dead-zone	G05B 2219/41244	dead-zone
chattering control	chattering	G05B 2219/41256	chattering
ac-to-ac converter frequency controlled	frequency control	G05B 2219/41295	frequency_control
pneumatic	pneumatic control	G05B 2219/41304	pneumatic_control
gearbox	gear transmissions	G05B 2219/41359	gear_transmissions
two estimators	ml estimators	G05B 2219/41369	ml_estimators
inverse kinematic, dynamic	forward and inverse kinematics	G05B 2219/41405	forward_and_inverse_kinematics
forward kinematics	parallel kinematic machines	G05B 2219/41413	parallel_kinematic_machines
forward kinematics	kinematic redundancy	G05B 2219/41413	kinematic_redundancy
forward kinematics	forward kinematics	G05B 2219/41413	forward_kinematics
forward kinematics	kinematics analysis	G05B 2219/41413	kinematics_analysis
feedforward of position	feed-forward controllers	G05B 2219/41427	feed-forward_controllers
inverse, feedforward controller is inverse of closed loop system	closed loop control systems	G05B 2219/41453	closed_loop_control_systems
proportional	proportional fairness	G05B 2219/42002	proportional_fairness
digital event dynamic system control	digital control systems	G05B 2219/42006	digital_control_systems
i regulator for speed loop	speed regulators	G05B 2219/42009	speed_regulators
pi regulator for speed loop	speed regulators	G05B 2219/42011	speed_regulators
kind of servo controller	servo control	G05B 2219/42033	servo_control
adaptive robust controller	adaptive robust control	G05B 2219/42042	adaptive_robust_control
pid like fuzzy controller with position and velocity inputs	fuzzy pid controller	G05B 2219/42047	fuzzy_pid_controller
fuzzy p	t-s fuzzy	G05B 2219/42049	t-s_fuzzy
fuzzy position controller	position controller	G05B 2219/42051	position_controller
fuzzy pi and d control	fuzzy-pid control	G05B 2219/42052	fuzzy-pid_control
fuzzy pi and d control	fuzzy pid-control	G05B 2219/42052	fuzzy_pid-control
loop, p control for position loop	control loop	G05B 2219/42054	control_loop
general predictive controller gpc	robust model predictive control	G05B 2219/42058	robust_model_predictive_control
stochastic predictive controller spc	stochastic control	G05B 2219/42061	stochastic_control
stochastic predictive controller spc	stochastic control systems	G05B 2219/42061	stochastic_control_systems
position and force control loop together	open loop control	G05B 2219/42092	open_loop_control
filter error learning	filtering error	G05B 2219/42141	filtering_error
model	2-d model	G05B 2219/42155	2-d_model
compensation of integration time of model	time integration	G05B 2219/42164	time_integration
decoder	decode and forward	G05B 2219/42169	decode_and_forward
remote reference transmitted to servo	transmitted reference	G05B 2219/42247	transmitted_reference
stability analysis	robust stability analysis	G05B 2219/42267	robust_stability_analysis
what kind of actuator failure	actuator failures	G05B 2219/42319	actuator_failures
tracking control	tracking control	G05B 2219/42337	tracking_control
tracking control	tracking controls	G05B 2219/42337	tracking_controls
force tracking control	tracking control	G05B 2219/42341	tracking_control
force tracking control	tracking controls	G05B 2219/42341	tracking_controls
path, trajectory tracking control	trajectory tracking control	G05B 2219/42342	trajectory_tracking_control
optimum, adaptive sliding mode controller	adaptive sliding mode control	G05B 2219/42343	adaptive_sliding_mode_control
optimum, adaptive sliding mode controller	adaptive sliding mode controller	G05B 2219/42343	adaptive_sliding_mode_controller
fuzzy sliding mode control fsmc	fuzzy sliding mode control	G05B 2219/42346	fuzzy_sliding_mode_control
sliding mode controller smc, select other gain	sliding mode control %28smc%29	G05B 2219/42352	sliding_mode_control_%28smc%29
sliding mode controller smc, select other gain	sliding-mode control	G05B 2219/42352	sliding-mode_control
sliding mode controller smc, select other gain	sliding mode control	G05B 2219/42352	sliding_mode_control
variable structure system, control vss vsc	variable structure controller	G05B 2219/42353	variable_structure_controller
vco variable frequency oscillator or two oscilators with different frequency	variable frequency oscillators	G05B 2219/43139	variable_frequency_oscillators
control depth of feed in by timer	depth control	G05B 2219/43153	depth_control
feed rate	feed-rates	G05B 2219/43157	feed-rates
distributed motion control	distributed power control	G05B 2219/43167	distributed_power_control
sum of squares	sum of squares	G05B 2219/43189	sum_of_squares
approximation	best approximations	G05B 2219/43191	best_approximations
mining	data mining	G05B 2219/45004	data_mining
theatre	control theory	G05B 2219/45008	control_theory
radar	radar cross section %28rcs%29	G05B 2219/45016	radar_cross_section_%28rcs%29
radar	radar absorbing materials	G05B 2219/45016	radar_absorbing_materials
radar	radar transmitters	G05B 2219/45016	radar_transmitters
radar	radar systems	G05B 2219/45016	radar_systems
radar	radar interferometry	G05B 2219/45016	radar_interferometry
radar	tracking radar	G05B 2219/45016	tracking_radar
radar	radar equipment	G05B 2219/45016	radar_equipment
radar	radar	G05B 2219/45016	radar
radar	radar reflection	G05B 2219/45016	radar_reflection
radar	radar detection	G05B 2219/45016	radar_detection
radar	radar receivers	G05B 2219/45016	radar_receivers
radar	radar cross section	G05B 2219/45016	radar_cross_section
radar	radar interference	G05B 2219/45016	radar_interference
radar	radar polarimetry	G05B 2219/45016	radar_polarimetry
radar	radar tracking	G05B 2219/45016	radar_tracking
cutting	cutting forces	G05B 2219/45044	cutting_forces
cutting	cutting force	G05B 2219/45044	cutting_force
microrobot	microrobot	G05B 2219/45073	microrobot
microrobot	micro robots	G05B 2219/45073	micro_robots
manipulators, robot	robot manipulators	G05B 2219/45083	robot_manipulators
manipulators, robot	robot manipulator	G05B 2219/45083	robot_manipulator
service robot	service robots	G05B 2219/45084	service_robots
service robot	service robot	G05B 2219/45084	service_robot
security, surveillance applications	surveillance applications	G05B 2219/45103	surveillance_applications
welding	welding robots	G05B 2219/45135	welding_robots
saw	surface acoustic wave	G05B 2219/45144	surface_acoustic_wave
saw	saw	G05B 2219/45144	saw
saw	surface acoustic waves	G05B 2219/45144	surface_acoustic_waves
laser machining	laser micro-machining	G05B 2219/45165	laser_micro-machining
optical, telescope	astronomical telescopes	G05B 2219/45179	astronomical_telescopes
optical multiplexer	multiplexer	G05B 2219/45181	multiplexer
making mirror, mirror segment	segmented mirror	G05B 2219/45223	segmented_mirror
process control	process control	G05B 2219/45226	process_control
making key	encryption methods	G05B 2219/45245	encryption_methods
making key	cryptographic key	G05B 2219/45245	cryptographic_key
making key	encryption key	G05B 2219/45245	encryption_key
making key	encryption algorithm	G05B 2219/45245	encryption_algorithm
making key	encryption algorithms	G05B 2219/45245	encryption_algorithms
making key	encryption and decryption	G05B 2219/45245	encryption_and_decryption
laser sintering of powder in layers, selective laser sintering sls	selective laser sintering	G05B 2219/49018	selective_laser_sintering
fuzzy adaptive control	adaptive fuzzy control	G05B 2219/49064	adaptive_fuzzy_control
fuzzy adaptive control	adaptive fuzzy controller	G05B 2219/49064	adaptive_fuzzy_controller
fuzzy adaptive control	adaptive fuzzy	G05B 2219/49064	adaptive_fuzzy
control cutting speed	speed control	G05B 2219/49074	speed_control
control roughness of surface	control surfaces	G05B 2219/49084	control_surfaces
chip thickness	chip thickness	G05B 2219/49104	chip_thickness
spindle speed	spindle speed	G05B 2219/49108	spindle_speed
gear	gear	G05B 2219/49197	gear
gear	gear teeth	G05B 2219/49197	gear_teeth
gear	spur gears	G05B 2219/49197	spur_gears
gear	helical gears	G05B 2219/49197	helical_gears
depth, tool depth control	depth control	G05B 2219/49237	depth_control
eliminate double cutting	cut elimination	G05B 2219/49377	cut_elimination
control of dwell time	dwell time	G05B 2219/49397	dwell_time
for speed	at-speed	G05B 2219/50044	at-speed
microprocessor	microprocessor chips	G05B 2219/50086	microprocessor_chips
microprocessor	microprocessor	G05B 2219/50086	microprocessor
against noise	noise source	G05B 2219/50191	noise_source
against noise	peak signal to noise ratio	G05B 2219/50191	peak_signal_to_noise_ratio
against noise	acoustic noise measurement	G05B 2219/50191	acoustic_noise_measurement
against noise	noise removal	G05B 2219/50191	noise_removal
against noise	peak signal to noise ratio %28psnr%29	G05B 2219/50191	peak_signal_to_noise_ratio_%28psnr%29
against noise	spurious signal noise	G05B 2219/50191	spurious_signal_noise
against noise	non-gaussian noise	G05B 2219/50191	non-gaussian_noise
against noise	noise conditions	G05B 2219/50191	noise_conditions
against noise	acoustic noise	G05B 2219/50191	acoustic_noise
against noise	nonstationary noise	G05B 2219/50191	nonstationary_noise
workpiece exchange	knowledge exchange	G05B 2219/50246	knowledge_exchange
temperature	temperature monitoring	G05B 2219/50333	temperature_monitoring
robot	wall climbing robot	G05B 2219/50391	wall_climbing_robot
robot	robots	G05B 2219/50391	robots
robot	robot	G05B 2219/50391	robot
robot	robot control systems	G05B 2219/50391	robot_control_systems
robot	robot swarms	G05B 2219/50391	robot_swarms
for a single machine	single-machine	G05B 2219/50398	single-machine
remote monitoring	remote monitoring	G05B 2223/06	remote_monitoring
fleet control 	fleet management	G05D 1/0291	fleet_management
control of altitude or depth	altitude control	G05D 1/04	altitude_control
application	computer applications	G05D 2201/00	computer_applications
application	computer application	G05D 2201/00	computer_application
regulating electric power	electric power	G05F 1/66	electric_power
storage mechanisms	storage services	G06C 13/00	storage_services
keyboards	keyboard	G06C 7/02	keyboard
interconnection networks, e.g. for shuffling	interconnection network	G06E 3/006	interconnection_network
interconnection networks, e.g. for shuffling	interconnection networks	G06E 3/006	interconnection_networks
wearable computers, e.g. on a belt	wearable computers	G06F 1/163	wearable_computers
power distribution	power distribution network	G06F 1/189	power_distribution_network
means for saving power	power saving mechanism	G06F 1/32	power_saving_mechanism
power saving in bus	power saving mechanism	G06F 1/3253	power_saving_mechanism
management of the backup or restore process	process management	G06F 11/1458	process_management
failover techniques	failover	G06F 11/2023	failover
asynchronous techniques	asynchronous design	G06F 11/2074	asynchronous_design
test methods	test results	G06F 11/2273	test_results
built-in tests	built-in self-test	G06F 11/27	built-in_self-test
benchmarking	benchmark circuit	G06F 11/3428	benchmark_circuit
benchmarking	benchmark circuits	G06F 11/3428	benchmark_circuits
test management for test results analysis	test results	G06F 11/3692	test_results
cache consistency protocols	cache coherence protocols	G06F 12/0815	cache_coherence_protocols
cache access modes	cache access	G06F 12/0877	cache_access
address translation	address translation	G06F 12/10	address_translation
replacement control	replacement policy	G06F 12/12	replacement_policy
protection against loss of memory contents	content protection	G06F 12/16	content_protection
terminal emulation	termination analysis	G06F 13/107	termination_analysis
details of memory controller	memory controller	G06F 13/1668	memory_controller
information transfer, e.g. on bus	extrinsic information transfer charts	G06F 13/38	extrinsic_information_transfer_charts
systolic arrays	systolic arrays	G06F 15/8046	systolic_arrays
systolic arrays	systolic array	G06F 15/8046	systolic_array
query results presentation	query results	G06F 16/156	query_results
file meta data generation	test data generation	G06F 16/164	test_data_generation
file system types	file system	G06F 16/18	file_system
distributed file systems	distributed file systems	G06F 16/182	distributed_file_systems
distributed file systems	distributed file system	G06F 16/182	distributed_file_system
schema design and management	key management schemes	G06F 16/211	key_management_schemes
concurrency control 	concurrent systems	G06F 16/2308	concurrent_systems
concurrency control 	concurrency control	G06F 16/2308	concurrency_control
optimistic concurrency control	optimal control problem	G06F 16/2315	optimal_control_problem
optimistic concurrency control	optimal control systems	G06F 16/2315	optimal_control_systems
optimistic concurrency control	optimal control	G06F 16/2315	optimal_control
query languages	query languages	G06F 16/2433	query_languages
grouping and aggregation	data aggregation	G06F 16/244	data_aggregation
query processing	query processing	G06F 16/245	query_processing
query translation	query translations	G06F 16/2452	query_translations
query translation	query translation	G06F 16/2452	query_translation
query optimisation	distributed query processing	G06F 16/2453	distributed_query_processing
query rewriting; transformation	query rewritings	G06F 16/24534	query_rewritings
query rewriting; transformation	query rewriting	G06F 16/24534	query_rewriting
query rewriting; transformation of operators	query rewritings	G06F 16/24537	query_rewritings
query rewriting; transformation of operators	query rewriting	G06F 16/24537	query_rewriting
selectivity estimation or determination	selectivity estimation	G06F 16/24545	selectivity_estimation
query execution	query execution	G06F 16/2455	query_execution
database cache management	cache management	G06F 16/24552	cache_management
distributed queries	distributed query	G06F 16/2471	distributed_query
relational databases	relational database systems	G06F 16/284	relational_database_systems
relational databases	relational databases	G06F 16/284	relational_databases
relational databases	relational database	G06F 16/284	relational_database
object oriented databases	object-oriented database	G06F 16/289	object-oriented_database
object oriented databases	object oriented database	G06F 16/289	object_oriented_database
object oriented databases	object-oriented databases	G06F 16/289	object-oriented_databases
selection or weighting of terms for indexing	term weighting	G06F 16/313	term_weighting
trees	fp tree	G06F 16/322	fp_tree
query processing	query processing	G06F 16/3331	query_processing
query translation	query translations	G06F 16/3332	query_translations
query translation	query translation	G06F 16/3332	query_translation
query expansion	query expansion	G06F 16/3338	query_expansion
query execution 	query execution	G06F 16/334	query_execution
ontology	ontology alignment	G06F 16/367	ontology_alignment
ontology	ontology development	G06F 16/367	ontology_development
ontology	ontology mapping	G06F 16/367	ontology_mapping
ontology	ontology language	G06F 16/367	ontology_language
ontology	ontology	G06F 16/367	ontology
ontology	ontologies	G06F 16/367	ontologies
ontology	ontology integration	G06F 16/367	ontology_integration
ontology	ontology technology	G06F 16/367	ontology_technology
ontology	fuzzy ontology	G06F 16/367	fuzzy_ontology
ontology	service ontology	G06F 16/367	service_ontology
ontology	ontology matching	G06F 16/367	ontology_matching
query language or query format	formal specification language	G06F 16/7343	formal_specification_language
query language or query format	formal languages	G06F 16/7343	formal_languages
hypervideo 	hypermedia	G06F 16/748	hypermedia
query processing	query processing	G06F 16/835	query_processing
query translation	query translation	G06F 16/8358	query_translation
query translation	query translations	G06F 16/8358	query_translations
query optimisation	query optimization	G06F 16/8365	query_optimization
query execution	query execution	G06F 16/8373	query_execution
trees	fp-tree	G06F 16/9027	fp-tree
query processing	query processing	G06F 16/90335	query_processing
simultaneous equations {, e.g. systems of linear equations}	systems of linear equations	G06F 17/12	systems_of_linear_equations
differential equations	differential equations	G06F 17/13	differential_equations
discrete fourier transforms	discrete fourier transform	G06F 17/141	discrete_fourier_transform
discrete fourier transforms	discrete fourier transforms	G06F 17/141	discrete_fourier_transforms
discrete fourier transforms	discrete fourier transform %28dft%29	G06F 17/141	discrete_fourier_transform_%28dft%29
wavelet transforms	wavelet transform	G06F 17/148	wavelet_transform
wavelet transforms	wavelet transforms	G06F 17/148	wavelet_transforms
asic	asic	G06F 2015/763	asic
cache	cache	G06F 2015/765	cache
cache	cache miss	G06F 2015/765	cache_miss
user authentication	authentication protocols	G06F 21/31	authentication_protocols
user authentication	authentication systems	G06F 21/31	authentication_systems
user authentication	authentication mechanisms	G06F 21/31	authentication_mechanisms
user authentication	user authentication	G06F 21/31	user_authentication
user authentication	authentication scheme	G06F 21/31	authentication_scheme
user authentication	authentication protocol	G06F 21/31	authentication_protocol
user authentication	authentication methods	G06F 21/31	authentication_methods
user authentication	user authentication scheme	G06F 21/31	user_authentication_scheme
user authentication using certificates	user authentication scheme	G06F 21/33	user_authentication_scheme
protecting data	data protection	G06F 21/60	data_protection
trigonometric functions	cosine functions	G06F 2101/04	cosine_functions
trigonometric functions	cosine transforms	G06F 2101/04	cosine_transforms
probability distribution functions	probability distribution function	G06F 2101/14	probability_distribution_function
numerical modelling	numerical modelling	G06F 2111/10	numerical_modelling
numerical modelling	numerical model	G06F 2111/10	numerical_model
numerical modelling	numerical modeling	G06F 2111/10	numerical_modeling
numerical modelling	numerical models	G06F 2111/10	numerical_models
system on chip [soc] design	system-on-a-chip	G06F 2115/02	system-on-a-chip
clock gating	clock gating	G06F 2117/04	clock_gating
buffer insertion	buffer insertion	G06F 2117/10	buffer_insertion
sizing, e.g. of transistors or gates	gate sizing	G06F 2117/12	gate_sizing
equivalence checking	equivalence checking	G06F 2119/16	equivalence_checking
real-time	real time service	G06F 2201/805	real_time_service
timestamp	timestamping	G06F 2201/835	timestamping
delay lines	fiber delay lines	G06F 2205/104	fiber_delay_lines
load balancing	load balancing problem	G06F 2206/1012	load_balancing_problem
load balancing	load balancing problem	G06F 2206/1508	load_balancing_problem
pipelining	pipelining	G06F 2207/3884	pipelining
pipelining	pipe linings	G06F 2207/3884	pipe_linings
systolic array	systolic array	G06F 2207/3892	systolic_array
systolic array	systolic arrays	G06F 2207/3892	systolic_arrays
multiplexers	multiplexer	G06F 2207/4812	multiplexer
pass transistors	organic transistor	G06F 2207/4816	organic_transistor
neural networks	back propagation neural networks	G06F 2207/4824	back_propagation_neural_networks
neural networks	back-propagation neural network	G06F 2207/4824	back-propagation_neural_network
neural networks	back-propagation neural networks	G06F 2207/4824	back-propagation_neural_networks
neural networks	artificial neural network	G06F 2207/4824	artificial_neural_network
neural networks	neural network model	G06F 2207/4824	neural_network_model
neural networks	neural networks	G06F 2207/4824	neural_networks
neural networks	neural network	G06F 2207/4824	neural_network
neural networks	artificial neural networks	G06F 2207/4824	artificial_neural_networks
lookup	ip lookup	G06F 2209/462	ip_lookup
application	computer application	G06F 2209/482	computer_application
application	computer applications	G06F 2209/482	computer_applications
resource constraint	resource-constrained	G06F 2209/485	resource-constrained
mode	traveling wave solution	G06F 2209/523	traveling_wave_solution
client-server	client-server	G06F 2209/541	client-server
client-server	client server	G06F 2209/541	client_server
client-server	client-server architectures	G06F 2209/541	client-server_architectures
gui	graphical user interfaces %28gui%29	G06F 2209/545	graphical_user_interfaces_%28gui%29
gui	gui	G06F 2209/545	gui
gui	graphical user interfaces	G06F 2209/545	graphical_user_interfaces
gui	graphical user interface	G06F 2209/545	graphical_user_interface
queue	queue	G06F 2209/548	queue
bus	controller area network	G06F 2211/002	controller_area_network
bus	can bus	G06F 2211/002	can_bus
e-mail	e-mail systems	G06F 2211/006	e-mail_systems
trust	trust evaluation	G06F 2211/009	trust_evaluation
trust	trust degree	G06F 2211/009	trust_degree
trust	trust relationship	G06F 2211/009	trust_relationship
trust	trust negotiations	G06F 2211/009	trust_negotiations
scalability	temporal scalability	G06F 2212/1048	temporal_scalability
scalability	routing scalability	G06F 2212/1048	routing_scalability
use in a specific computing environment	grid computing environment	G06F 2212/15	grid_computing_environment
general purpose computing application	general-purpose computing	G06F 2212/16	general-purpose_computing
embedded application	embedded application	G06F 2212/17	embedded_application
telecommunications system	telecommunication systems	G06F 2212/174	telecommunication_systems
smart card	smart card	G06F 2212/177	smart_card
smart card	smart cards	G06F 2212/177	smart_cards
smart card	smartcard	G06F 2212/177	smartcard
non-volatile memory	non-volatile memory	G06F 2212/202	non-volatile_memory
non-volatile memory	non-volatile memories	G06F 2212/202	non-volatile_memories
non-volatile memory	nonvolatile memory	G06F 2212/202	nonvolatile_memory
flash memory	flash memory	G06F 2212/2022	flash_memory
flash memory	nand flash memory	G06F 2212/2022	nand_flash_memory
flash memory	nand flash	G06F 2212/2022	nand_flash
non-volatile memory	nonvolatile memory	G06F 2212/222	nonvolatile_memory
non-volatile memory	non-volatile memories	G06F 2212/222	non-volatile_memories
non-volatile memory	non-volatile memory	G06F 2212/222	non-volatile_memory
local memory within processor subsystem	memory subsystems	G06F 2212/251	memory_subsystems
distributed memory	distributed memory architecture	G06F 2212/254	distributed_memory_architecture
distributed memory	distributed memory	G06F 2212/254	distributed_memory
remote server	remote servers	G06F 2212/264	remote_servers
using a specific cache architecture	cache architecture	G06F 2212/27	cache_architecture
in storage device	storage devices	G06F 2212/313	storage_devices
encrypted data	encrypted data	G06F 2212/402	encrypted_data
instruction code	instruction caches	G06F 2212/452	instruction_caches
using a specific cache allocation policy other than replacement policy	cache replacement policy	G06F 2212/6046	cache_replacement_policy
inter-integrated circuit 	very large-scale integration	G06F 2213/0016	very_large-scale_integration
pci express	pci express	G06F 2213/0026	pci_express
system on chip	system on chips	G06F 2213/0038	system_on_chips
system on chip	systems on chips	G06F 2213/0038	systems_on_chips
system on chip	system on chip	G06F 2213/0038	system_on_chip
system on chip	system-on-chip	G06F 2213/0038	system-on-chip
system on chip	systems-on-chip	G06F 2213/0038	systems-on-chip
system on chip	soc	G06F 2213/0038	soc
system on chip	system-on-chip %28soc%29	G06F 2213/0038	system-on-chip_%28soc%29
bus-related hardware virtualisation	virtualized environment	G06F 2213/0058	virtualized_environment
memory access	memory access	G06F 2213/16	memory_access
memory access type	memory access latency	G06F 2213/1602	memory_access_latency
memory access type	memory access patterns	G06F 2213/1602	memory_access_patterns
very long instruction word dma	very long instruction word architecture	G06F 2213/2808	very_long_instruction_word_architecture
mobile device	mobile devices	G06F 2213/3806	mobile_devices
mobile device	mobile device	G06F 2213/3806	mobile_device
network interface controller	network interface	G06F 2213/3808	network_interface
data mining	data mining applications	G06F 2216/03	data_mining_applications
data mining	web data mining	G06F 2216/03	web_data_mining
data mining	data mining algorithm	G06F 2216/03	data_mining_algorithm
data mining	data mining techniques	G06F 2216/03	data_mining_techniques
data mining	mining algorithms	G06F 2216/03	mining_algorithms
data mining	data mining	G06F 2216/03	data_mining
data mining	data mining technology	G06F 2216/03	data_mining_technology
data mining	data mining methods	G06F 2216/03	data_mining_methods
data mining	data mining process	G06F 2216/03	data_mining_process
data mining	visual data mining	G06F 2216/03	visual_data_mining
prefetching	prefetching	G06F 2216/13	prefetching
prefetching	pre-fetching	G06F 2216/13	pre-fetching
binding	binding update	G06F 2221/0702	binding_update
device	facts devices	G06F 2221/0704	facts_devices
user	usability testing	G06F 2221/0713	usability_testing
user	user interests	G06F 2221/0713	user_interests
content	course contents	G06F 2221/0722	course_contents
personalisation	web personalization	G06F 2221/0726	web_personalization
watermark	watermark detection	G06F 2221/0733	watermark_detection
watermark	watermark extraction	G06F 2221/0733	watermark_extraction
watermark	watermark embedding	G06F 2221/0733	watermark_embedding
watermark	watermarking algorithms	G06F 2221/0733	watermarking_algorithms
watermark	watermarked images	G06F 2221/0733	watermarked_images
watermark	watermarking schemes	G06F 2221/0733	watermarking_schemes
watermark	watermarking techniques	G06F 2221/0733	watermarking_techniques
traceability	traceability management	G06F 2221/0737	traceability_management
tracing pattern recognition	pattern recognition	G06F 2221/074	pattern_recognition
hiding	hiding capacity	G06F 2221/0748	hiding_capacity
hiding	image hiding	G06F 2221/0748	image_hiding
key	encryption methods	G06F 2221/0751	encryption_methods
key	encryption algorithms	G06F 2221/0751	encryption_algorithms
key	encryption algorithm	G06F 2221/0751	encryption_algorithm
key	encryption key	G06F 2221/0751	encryption_key
key	encryption schemes	G06F 2221/0751	encryption_schemes
key	encryption	G06F 2221/0751	encryption
key	cryptographic key	G06F 2221/0751	cryptographic_key
key	encryption and decryption	G06F 2221/0751	encryption_and_decryption
distribution	distribution of goods	G06F 2221/0753	distribution_of_goods
recurrent authorisation	authorization	G06F 2221/0773	authorization
transfer	knowledge transfer	G06F 2221/0779	knowledge_transfer
challenge-response	challenge response	G06F 2221/2103	challenge_response
game systems	game theory	G06F 2221/2109	game_theory
third party	third party logistics	G06F 2221/2115	third_party_logistics
permissions	access permissions	G06F 3/0637	access_permissions
status or feedback related to information exchange	channel state information feedbacks	G06F 3/1294	channel_state_information_feedbacks
computer-aided design [cad]	computer aided design %28cad%29	G06F 30/00	computer_aided_design_%28cad%29
computer-aided design [cad]	cad	G06F 30/00	cad
circuit design at the digital level	system level design	G06F 30/32	system_level_design
circuit design at the digital level	system-level design	G06F 30/32	system-level_design
timing analysis	timing analysis	G06F 30/3312	timing_analysis
circuit design at the physical level	integrated circuit layout	G06F 30/39	integrated_circuit_layout
routing	routing algorithms	G06F 30/394	routing_algorithms
routing	routing	G06F 30/394	routing
routing	routing algorithm	G06F 30/394	routing_algorithm
routing	network routing	G06F 30/394	network_routing
routing	adaptive routing algorithm	G06F 30/394	adaptive_routing_algorithm
clock trees	clock tree	G06F 30/396	clock_tree
text processing	text processing	G06F 40/10	text_processing
storage facilities	facility management	G06F 40/123	facility_management
hierarchical processing, e.g. outlines	hierarchical dirichlet process	G06F 40/137	hierarchical_dirichlet_process
templates	template images	G06F 40/186	template_images
templates	template matching	G06F 40/186	template_matching
version control	version management	G06F 40/197	version_management
natural language analysis	natural language text	G06F 40/20	natural_language_text
natural language analysis	natural language processing	G06F 40/20	natural_language_processing
parsing	dependency parsing	G06F 40/205	dependency_parsing
parsing	parsing algorithm	G06F 40/205	parsing_algorithm
parsing	parsing	G06F 40/205	parsing
parsing	dependency parser	G06F 40/205	dependency_parser
parsing	syntactic parsing	G06F 40/205	syntactic_parsing
validation	validation	G06F 40/226	validation
dictionaries	bilingual dictionary	G06F 40/242	bilingual_dictionary
recognition of textual entities	text recognition	G06F 40/279	text_recognition
named entity recognition	named entities	G06F 40/295	named_entities
named entity recognition	named entity recognition	G06F 40/295	named_entity_recognition
named entity recognition	named entity	G06F 40/295	named_entity
semantic analysis	semantic relationships	G06F 40/30	semantic_relationships
semantic analysis	semantic features	G06F 40/30	semantic_features
semantic analysis	semantic information	G06F 40/30	semantic_information
semantic analysis	semantic annotation	G06F 40/30	semantic_annotation
semantic analysis	semantic relations	G06F 40/30	semantic_relations
semantic analysis	semantic analysis	G06F 40/30	semantic_analysis
semantic analysis	semantic annotations	G06F 40/30	semantic_annotations
semantic analysis	sentiment analysis	G06F 40/30	sentiment_analysis
processing or translation of natural language	natural language processing	G06F 40/40	natural_language_processing
translation evaluation	fitness evaluations	G06F 40/51	fitness_evaluations
natural language generation	natural language generation	G06F 40/56	natural_language_generation
interval arithmetic	computer arithmetic	G06F 7/49989	computer_arithmetic
pseudo-random number generators	random number generators	G06F 7/582	random_number_generators
pseudo-random number generators	pseudo random number generators	G06F 7/582	pseudo_random_number_generators
pseudo-random number generators	random number generator	G06F 7/582	random_number_generator
modular multiplication 	modular multiplication	G06F 7/722	modular_multiplication
modular exponentiation 	modular exponentiation	G06F 7/723	modular_exponentiation
finite field arithmetic 	finite field arithmetic	G06F 7/724	finite_field_arithmetic
creation or generation of source code	code generations	G06F 8/30	code_generations
creation or generation of source code	code generation	G06F 8/30	code_generation
logic programming, e.g. prolog programming language	prolog %28programming language%29	G06F 8/313	prolog_%28programming_language%29
transformation of program code	transform coding	G06F 8/40	transform_coding
syntactic analysis	syntactic analysis	G06F 8/42	syntactic_analysis
syntactic analysis	syntactics	G06F 8/42	syntactics
parsing	syntactic parsing	G06F 8/427	syntactic_parsing
parsing	parsing algorithm	G06F 8/427	parsing_algorithm
parsing	parsing	G06F 8/427	parsing
